or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end
CARBIS DEAN,FORD GLOBAL TECHNOLOGIES LLC,2015-11-15,25,,932021.0,197,932021.0,2015-08-17,2016-02-13
CARBIS DEAN,FORD GLOBAL TECHNOLOGIES LLC,2016-11-01,21,,932021.0,198,932021.0,2016-08-03,2017-01-30
CARBIS DEAN,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,28,,932021.0,199,932021.0,2017-10-12,2018-04-10
CARDANI JASON,NIKE INC,2015-06-25,44,,320187.0,200,320187.0,2015-03-27,2015-09-23
CAREY JAMES E,INTERNATIONAL BUSINESS MACHINES CORPORATION,1984-05-21,23,,51143.0,201,51143.0,1984-02-21,1984-08-19
CARLONE MARIO ROSARIO JR,PIONEER HIBRED INTERNATIONAL INC,2011-02-25,25,,105319.0,202,105319.0,2010-11-27,2011-05-26
CARLONE MARIO ROSARIO JR,PIONEER HIBRED INTERNATIONAL INC,2012-02-01,35,,105319.0,203,105319.0,2011-11-03,2012-05-01
CARRBRENDEL VICTORIA,DEXCOM INC,2004-01-12,50,,1093557.0,204,1093557.0,2003-10-14,2004-04-11
CARRBRENDEL VICTORIA,DEXCOM INC,2005-03-21,29,,1093557.0,205,1093557.0,2004-12-21,2005-06-19
CARRIGAN LORI LISA,PIONEER HIBRED INTERNATIONAL INC,2012-02-01,20,,105319.0,206,105319.0,2011-11-03,2012-05-01
CASEBIA THERAPEUTICS LIMITED LIABILITY PARTNERSHIP,CRISPR THERAPEUTICS AG,2020-01-16,20,,1674416.0,207,1674416.0,2019-10-18,2020-04-15
CASELLA WASTE SYSTEMS INC,FCR LLC,2011-01-25,21,911177.0,,208,911177.0,2010-10-27,2011-04-25
CASWELL JOHN C,FORD GLOBAL TECHNOLOGIES LLC,2018-04-03,21,,932021.0,209,932021.0,2018-01-03,2018-07-02
CATERPILLAR TRACTOR CO A CORP OF CA,CATERPILLAR INC A CORP OF DE,1986-04-28,35,,18230.0,210,18230.0,1986-01-28,1986-07-27
CHALLITAEID PIA M,AGENSYS INC,2002-05-06,52,,924383.0,211,924383.0,2002-02-05,2002-08-04
CHANDRARATNA ROSHANTHA A,IO THERAPEUTICS INC,2017-04-26,27,,1840233.0,212,1840233.0,2017-01-26,2017-07-25
CHANG GREGORY P,DRAGONFLY THERAPEUTICS INC,2019-09-30,30,,1001316.0,213,1001316.0,2019-07-02,2019-12-29
CHANG LEO S,NIKE INC,2015-08-24,21,,320187.0,214,320187.0,2015-05-26,2015-11-22
CHANG LEO S,NIKE INC,2016-06-26,22,,320187.0,215,320187.0,2016-03-28,2016-09-24
CHAO POWEI,REALTEK SEMICONDUCTOR CORP,2006-12-26,24,,1097864.0,216,1097864.0,2006-09-27,2007-03-26
CHARVAT GREGORY L,HYPERFINE RESEARCH INC,2015-10-27,21,,1833769.0,217,1833769.0,2015-07-29,2016-01-25
CHASE MANHATTAN BANK USA NA,JPMORGAN CHASE BANK NA,2006-08-02,47,,19617.0,218,19617.0,2006-05-04,2006-10-31
CHAUDHRI IMRAN,APPLE INC,2014-01-24,30,,320193.0,219,320193.0,2013-10-26,2014-04-24
CHAUDHRI IMRAN,APPLE INC,2015-02-20,23,,320193.0,220,320193.0,2014-11-22,2015-05-21
CHEE EUNYOUNG,LG ELECTRONICS INC,2017-03-10,32,,2058873.0,221,2058873.0,2016-12-10,2017-06-08
CHEE EUNYOUNG,LG ELECTRONICS INC,2019-08-19,21,,2058873.0,222,2058873.0,2019-05-21,2019-11-17
CHEN DAWEI,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,,1691082.0,223,1691082.0,2015-12-12,2016-06-09
CHEN TIANSHI,SHANGHAI CAMBRICON INFORMATION TECHNOLOGY CO LTD,2019-09-20,24,,2085372.0,224,2085372.0,2019-06-22,2019-12-19
CHEN XIAOCHUAN,BOE TECHNOLOGY GROUP CO LTD,2016-05-31,24,,1852440.0,225,1852440.0,2016-03-02,2016-08-29
CHEN XIAOCHUAN,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,26,,1852440.0,226,1852440.0,2017-01-27,2017-07-26
CHEN ZHONGWEI,HERMES MICROVISION INC,2016-12-21,26,,65770.0,227,65770.0,2016-09-22,2017-03-21
CHENG KANGGUO,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-03-21,22,,51143.0,228,51143.0,2014-12-21,2015-06-19
CHENG KANGGUO,INTERNATIONAL BUSINESS MACHINES CORPORATION,2016-06-24,20,,51143.0,229,51143.0,2016-03-26,2016-09-22
CHENNUPATI VIJAYA S,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-25,23,,200406.0,230,200406.0,2018-06-27,2018-12-24
CHEUNG ANN F,DRAGONFLY THERAPEUTICS INC,2019-09-18,30,,1001316.0,231,1001316.0,2019-06-20,2019-12-17
CHEUNG YUNWA W,DOW GLOBAL TECHNOLOGIES INC,2006-03-10,23,,1751788.0,232,1751788.0,2005-12-10,2006-06-08
CHHABRA BHUMIKA,MICRON TECHNOLOGY INC,2021-02-16,20,,723125.0,233,723125.0,2020-11-18,2021-05-17
CHIANG KYLE P,ATYR PHARMA INC,2013-07-11,36,,1339970.0,234,1339970.0,2013-04-12,2013-10-09
CHILDERS ROBERT W,BAXTER INTERNATIONAL INC,2005-01-25,28,,10456.0,235,10456.0,2004-10-27,2005-04-25
CHILDERS ROBERT W,BAXTER INTERNATIONAL INC,2008-07-17,24,,10456.0,236,10456.0,2008-04-18,2008-10-15
CHO HYEON CHEOL,LG ELECTRONICS INC,2008-12-29,25,,2058873.0,237,2058873.0,2008-09-30,2009-03-29
CHO KANGEUI,LG ELECTRONICS INC,2020-01-08,24,,2058873.0,238,2058873.0,2019-10-10,2020-04-07
CHOI IN HWAN,LG ELECTRONICS INC,2001-08-08,24,,2058873.0,239,2058873.0,2001-05-10,2001-11-06
CHOI IN HWAN,LG ELECTRONICS INC,2006-09-29,22,,2058873.0,240,2058873.0,2006-07-01,2006-12-28
CHOI IN HWAN,LG ELECTRONICS INC,2007-05-07,24,,2058873.0,241,2058873.0,2007-02-06,2007-08-05
CHOI IN HWAN,LG ELECTRONICS INC,2007-07-04,36,,2058873.0,242,2058873.0,2007-04-05,2007-10-02
CHOI IN HWAN,LG ELECTRONICS INC,2007-07-26,31,,2058873.0,243,2058873.0,2007-04-27,2007-10-24
CHOI IN HWAN,LG ELECTRONICS INC,2008-03-04,23,,2058873.0,244,2058873.0,2007-12-05,2008-06-02
CHOI IN HWAN,LG ELECTRONICS INC,2008-08-27,50,,2058873.0,245,2058873.0,2008-05-29,2008-11-25
CHOI IN HWAN,LG ELECTRONICS INC,2008-10-13,68,,2058873.0,246,2058873.0,2008-07-15,2009-01-11
CHOI IN HWAN,LG ELECTRONICS INC,2008-11-19,28,,2058873.0,247,2058873.0,2008-08-21,2009-02-17
CHOI JANGWON,LG ELECTRONICS INC,2021-12-27,23,,2058873.0,248,2058873.0,2021-09-28,2022-03-27
CHOI JUNGAH,LG ELECTRONICS INC,2021-12-27,21,,2058873.0,249,2058873.0,2021-09-28,2022-03-27
CHOI KYUKWAN,LG ELECTRONICS INC,2020-12-21,24,,2058873.0,250,2058873.0,2020-09-22,2021-03-21
CHRISTENSEN CARLA L,MICRON TECHNOLOGY INC,2021-03-15,22,,723125.0,251,723125.0,2020-12-15,2021-06-13
CHUMSAE CHRISTOPHER,ABBVIE INC,2014-09-03,21,,1551152.0,252,1551152.0,2014-06-05,2014-12-02
CHUN SUNGDUCK,LG ELECTRONICS INC,2009-07-28,24,,2058873.0,253,2058873.0,2009-04-29,2009-10-26
CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD,CIRRUS LOGIC INC,2015-03-29,60,1940941.0,772406.0,254,1940941.0,2014-12-29,2015-06-27
CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD,CIRRUS LOGIC INC,2015-04-07,728,1940941.0,772406.0,255,1940941.0,2015-01-07,2015-07-06
CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD,CIRRUS LOGIC INC,2017-06-05,42,1940941.0,772406.0,256,1940941.0,2017-03-07,2017-09-03
CLARK THOMAS R,MOHAWK INDUSTRIES INC,2012-12-24,22,,851968.0,257,851968.0,2012-09-25,2013-03-24
CLEARWATER NETWORKS INC,MIPS TECHNOLOGIES INC,2002-12-17,26,,1321834.0,258,1321834.0,2002-09-18,2003-03-17
CLEVERSAFE INC,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-11-06,73,,51143.0,259,51143.0,2015-08-08,2016-02-04
CLEVERSAFE INC,INTERNATIONAL BUSINESS MACHINES CORPORATION,2016-04-05,52,,51143.0,260,51143.0,2016-01-06,2016-07-04
CLOUTIER BRUCE S,DYNAMICS INC,2008-12-18,37,,1022671.0,261,1022671.0,2008-09-19,2009-03-18
CODD DANIEL SHAWN,DEXCOM INC,2005-03-08,21,,1093557.0,262,1093557.0,2004-12-08,2005-06-06
COMPX INTERNATIONAL INC,WATERLOO FURNITURE COMPONENTS LIMITED,2011-03-24,22,1049606.0,,263,1049606.0,2010-12-24,2011-06-22
CONEXANT SYSTEMS INC,MINDSPEED TECHNOLOGIES INC,2003-06-27,33,,1321834.0,264,1321834.0,2003-03-29,2003-09-25
CONEXANT SYSTEMS INC,SIRF TECHNOLOGY HOLDINGS INC,2001-09-21,25,,1779474.0,265,1779474.0,2001-06-23,2001-12-20
CONNELL GARY WAYNE,EASTMAN CHEMICAL COMPANY,2006-03-24,43,,915389.0,266,915389.0,2005-12-24,2006-06-22
CONOCOPHILLIPS COMPANY,CHINA PETROLEUM CHEMICAL CORPORATION,2007-07-31,23,1163165.0,1123658.0,267,1163165.0,2007-05-02,2007-10-29
CONSERT INC,LANDISGYR TECHNOLOGY INC,2017-03-10,21,,1779474.0,268,1779474.0,2016-12-10,2017-06-08
CONSTANTIN TUDOR POMPILIU,NATERA INC,2015-04-20,32,,1604821.0,269,1604821.0,2015-01-20,2015-07-19
CONVATEC INC,CONVATEC TECHNOLOGIES INC,2008-10-28,30,,1321834.0,270,1321834.0,2008-07-30,2009-01-26
CONVIDA WIRELESS LLC,INTERDIGITAL PATENT HOLDINGS INC,2022-04-09,79,,1405495.0,271,1405495.0,2022-01-09,2022-07-08
COOKE EVAN,TWILIO INC,2012-10-03,23,,1447669.0,272,1447669.0,2012-07-05,2013-01-01
COOPER THOMAS G,INTUITIVE SURGICAL INC,2007-11-14,25,,1035267.0,273,1035267.0,2007-08-16,2008-02-12
CORBIN THOMAS C,PIONEER HIBRED INTERNATIONAL INC,2010-04-23,21,,105319.0,274,105319.0,2010-01-23,2010-07-22
CORBIN THOMAS C,PIONEER HIBRED INTERNATIONAL INC,2013-02-06,20,,105319.0,275,105319.0,2012-11-08,2013-05-07
CORNING PHOTONIC TECHNOLOGIES INC,AVANEX CORPORATION,2003-07-31,140,1321834.0,,276,1321834.0,2003-05-02,2003-10-29
COSTER DANIEL J,APPLE COMPUTER INC,2005-10-18,22,,320193.0,277,320193.0,2005-07-20,2006-01-16
COSTER DANIEL J,APPLE INC,2007-12-20,35,,320193.0,278,320193.0,2007-09-21,2008-03-19
COSTER DANIEL J,APPLE INC,2014-12-09,21,,320193.0,279,320193.0,2014-09-10,2015-03-09
COSTER DANIEL J,APPLE INC,2015-01-21,39,,320193.0,280,320193.0,2014-10-23,2015-04-21
COTTELL JEROMY J,GILEAD SCIENCES INC,2013-10-09,23,,882095.0,281,882095.0,2013-07-11,2014-01-07
CRADDOCK DAVID F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-10-02,25,,51143.0,282,51143.0,2015-07-04,2015-12-31
CRAWFORD EMMETT DUDLEY,EASTMAN CHEMICAL COMPANY,2006-03-24,43,,915389.0,283,915389.0,2005-12-24,2006-06-22
CRAY INC,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2020-07-30,36,,1645590.0,284,1645590.0,2020-05-01,2020-10-28
CREAMER THOMAS E,INTERNATIONAL BUSINESS MACHINES CORPORATION,2003-12-15,20,,51143.0,285,51143.0,2003-09-16,2004-03-14
CRONIN CHRISTOPHER J,VIASAT INC,2017-09-13,23,,797721.0,286,797721.0,2017-06-15,2017-12-12
CROSS TORY M,NIKE INC,2015-04-16,20,,320187.0,287,320187.0,2015-01-16,2015-07-15
CRUANES THIERRY,SNOWFLAKE COMPUTING INC,2014-10-20,43,,1640147.0,288,1640147.0,2014-07-22,2015-01-18
CRUANES THIERRY,SNOWFLAKE COMPUTING INC,2015-03-09,32,,1640147.0,289,1640147.0,2014-12-09,2015-06-07
CTRLLABS CORPORATION,FACEBOOK TECHNOLOGIES INC,2020-01-16,20,,1321834.0,290,1321834.0,2019-10-18,2020-04-15
CUI YAN YUN,JOHNSON ELECTRIC SA,2016-07-29,25,,200406.0,291,200406.0,2016-04-30,2016-10-27
CURIC KEMAL,FORD GLOBAL TECHNOLOGIES LLC,2018-04-10,31,,932021.0,292,932021.0,2018-01-10,2018-07-09
CURIC KEMAL,FORD GLOBAL TECHNOLOGIES LLC,2019-03-10,28,,932021.0,293,932021.0,2018-12-10,2019-06-08
CURIS INC,STRYKER CORPORATION,2007-12-26,30,1108205.0,,294,1108205.0,2007-09-27,2008-03-25
DAGEVILLE BENOIT,SNOWFLAKE COMPUTING INC,2014-10-20,44,,1640147.0,295,1640147.0,2014-07-22,2015-01-18
DAGEVILLE BENOIT,SNOWFLAKE COMPUTING INC,2015-03-09,32,,1640147.0,296,1640147.0,2014-12-09,2015-06-07
DAMIANO EDWARD R,BETA BIONICS INC,2020-10-02,27,,1674632.0,297,1674632.0,2020-07-04,2020-12-31
DAMORE MASSIMO F,PEPSICO INC,2012-02-28,20,,77476.0,298,77476.0,2011-11-30,2012-05-28
DASGUPTA SUKRIT,CISCO TECHNOLOGY INC,2013-06-20,21,,1779474.0,299,1779474.0,2013-03-22,2013-09-18
DAVIDSON BENJAMIN R,HONDA MOTOR CO LTD,2006-12-18,20,,715153.0,300,715153.0,2006-09-19,2007-03-18
DAYTON PAUL,TREACE MEDICAL CONCEPTS INC,2016-09-17,24,,1630627.0,301,1630627.0,2016-06-19,2016-12-16
DE IULIIS DANIELE,APPLE COMPUTER INC,2005-10-18,21,,320193.0,302,320193.0,2005-07-20,2006-01-16
DE IULIIS DANIELE,APPLE INC,2007-12-13,20,,320193.0,303,320193.0,2007-09-14,2008-03-12
DE IULIIS DANIELE,APPLE INC,2014-12-08,20,,320193.0,304,320193.0,2014-09-09,2015-03-08
DE IULIIS DANIELE,APPLE INC,2015-01-26,39,,320193.0,305,320193.0,2014-10-28,2015-04-26
DE PEYSTER DAMON G,FORD GLOBAL TECHNOLOGIES LLC,2017-03-10,21,,932021.0,306,932021.0,2016-12-10,2017-06-08
DE RUIJTER COR,TECHNOLOGIES HOLDINGS CORP,2012-04-12,42,,2186.0,307,2186.0,2012-01-13,2012-07-11
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2005-05-28,20,,110471.0,308,110471.0,2005-02-27,2005-08-26
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2006-08-07,43,,110471.0,309,110471.0,2006-05-09,2006-11-05
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2007-07-20,26,,110471.0,310,110471.0,2007-04-21,2007-10-18
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2008-01-28,25,,110471.0,311,110471.0,2007-10-30,2008-04-27
DECADE INDUSTRIES INC DBA SANUS SYSTEMS,CSAV INC,2006-05-23,20,72162.0,,312,72162.0,2006-02-22,2006-08-21
DELPHI TECHNOLOGIES INC,APTIV TECHNOLOGIES LIMITED,2018-01-01,20,1321834.0,,313,1321834.0,2017-10-03,2018-04-01
DELPHI TECHNOLOGIES INC,AUTOLIV DEVELOPMENT AB,2010-07-02,21,1321834.0,,314,1321834.0,2010-04-03,2010-09-30
DELPHI TECHNOLOGIES INC,GOOGLE INC,2011-06-24,37,1321834.0,,315,1321834.0,2011-03-26,2011-09-22
DEMKIW JORDAN,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,29,,932021.0,316,932021.0,2018-06-28,2018-12-25
DEMUTH JAMES A,SEURAT TECHNOLOGIES INC,2016-10-26,24,,1321834.0,317,1321834.0,2016-07-28,2017-01-24
DEPEYSTER DAMON G,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,61,,932021.0,318,932021.0,2018-03-21,2018-09-17
DERGINS SCOTT,BROYHILL FURNITURE INDUSTRIES INC,2003-06-20,25,,72162.0,319,72162.0,2003-03-22,2003-09-18
DERGINS SCOTT,BROYHILL FURNITURE INDUSTRIES INC,2004-03-25,20,,72162.0,320,72162.0,2003-12-26,2004-06-23
DESHPANDE MILIND,ACHILLION PHARMACEUTICALS INC,2016-03-14,26,,1691082.0,321,1691082.0,2015-12-15,2016-06-12
DEWITT DAVID,FORD GLOBAL TECHNOLOGIES LLC,2018-01-11,34,,932021.0,322,932021.0,2017-10-13,2018-04-11
DIEBEL MARKUS,APPLE INC,2020-07-01,20,,320193.0,323,320193.0,2020-04-02,2020-09-29
DIEBOLD R BRUCE,FORMA THERAPEUTICS INC,2016-06-17,20,,1001316.0,324,1001316.0,2016-03-19,2016-09-15
DIGITAL CONTROL INC,MERLIN TECHNOLOGY INC,2003-05-01,96,,1779474.0,325,1779474.0,2003-01-31,2003-07-30
DIGITAL CONTROL INCORPORATED,MERLIN TECHNOLOGY INC,2003-05-01,41,,1779474.0,326,1779474.0,2003-01-31,2003-07-30
DIN SHAHID,BAXTER INTERNATIONAL INC,2005-01-31,22,,10456.0,327,10456.0,2004-11-02,2005-05-01
DOBIE KENNETH W,ISIS PHARMACEUTICALS INC,2002-12-04,26,,874015.0,328,874015.0,2002-09-05,2003-03-04
DODSON JOHN S,INTERNATIONAL BUSINESS MACHINES CORPORATION,1997-04-14,21,,51143.0,329,51143.0,1997-01-14,1997-07-13
DODSON JOHN S,INTERNATIONAL BUSINESS MACHINES CORPORATION,1999-11-08,20,,51143.0,330,51143.0,1999-08-10,2000-02-06
DOERING JEFFREY ALLEN,FORD GLOBAL TECHNOLOGIES LLC,2013-02-05,24,,932021.0,331,932021.0,2012-11-07,2013-05-06
DOLBY CANADA CORPORATION,DOLBY LABORATORIES LICENSING CORPORATION,2007-12-05,47,,1308547.0,332,1308547.0,2007-09-06,2008-03-04
DOLBY INTERNATIONAL AB,DOLBY LABORATORIES LICENSING CORPORATION,2017-08-23,25,,1308547.0,333,1308547.0,2017-05-25,2017-11-21
DOLBY LABORATORIES INC,DOLBY LABORATORIES LICENSING CORPORATION,2003-09-05,55,1308547.0,1308547.0,334,1308547.0,2003-06-07,2003-12-04
DOMACK RANDY D,ASHLEY FURNITURE INDUSTRIES INC,2006-03-10,27,,72162.0,335,72162.0,2005-12-10,2006-06-08
DOMKE MICHAEL CHRISTOPHER,GENERAL ELECTRIC COMPANY,2013-01-09,20,,40545.0,336,40545.0,2012-10-11,2013-04-09
DONG XUE,BOE TECHNOLOGY GROUP CO LTD,2015-05-11,23,,1852440.0,337,1852440.0,2015-02-10,2015-08-09
DORANDISHYAZDI OMEAD,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,25,,932021.0,338,932021.0,2019-07-11,2020-01-07
DORNER CHARLES SHEARER,AMAZON TECHNOLOGIES INC,2014-08-14,26,,1321834.0,339,1321834.0,2014-05-16,2014-11-12
DORSEY JACK,SQUARE INC,2011-12-21,20,,1794776.0,340,1794776.0,2011-09-22,2012-03-20
DOUGHTY FREDERIC C,BLACK DECKER INC,1995-09-19,22,,93556.0,341,93556.0,1995-06-21,1995-12-18
DOW GLOBAL TECHNOLOGIES INC,DOW GLOBAL TECHNOLOGIES LLC,2010-12-31,20,1751788.0,932021.0,342,1751788.0,2010-10-02,2011-03-31
DOW GLOBAL TECHNOLOGIES LLC,BLUE CUBE IP LLC,2015-09-30,21,932021.0,,343,932021.0,2015-07-02,2015-12-29
DOW GLOBAL TECHNOLOGIES LLC,THE DOW CHEMICAL COMPANY,2018-11-01,71,932021.0,,344,932021.0,2018-08-03,2019-01-30
DOW PHARMACEUTICAL SCIENCES INC,BAUSCH HEALTH IRELAND LIMITED,2018-12-03,38,1751788.0,,345,1751788.0,2018-09-04,2019-03-03
DPAC TECHNOLOGIES CORP FORMERLY KNOWN AS DENSEPAC MICROSYSTEMS INC,STAKTEK GROUP LP,2004-06-09,25,2186.0,,346,2186.0,2004-03-11,2004-09-07
DRAEGER RIAN,DEXCOM INC,2015-01-21,20,,1093557.0,347,1093557.0,2014-10-23,2015-04-21
DUA BHUPESH,NIKE INC,2004-07-21,21,,320187.0,348,320187.0,2004-04-22,2004-10-19
DUNN WILLIAM,MANUFACTURING RESOURCES INTERNATIONAL INC,2015-07-16,23,,105319.0,349,105319.0,2015-04-17,2015-10-14
DUNN WILLIAM,MANUFACTURING RESOURCES INTERNATIONAL INC,2016-08-31,35,,105319.0,350,105319.0,2016-06-02,2016-11-29
DURFLINGER NATE,NIKE INC,2020-08-12,20,,320187.0,351,320187.0,2020-05-14,2020-11-10
DYE ALAN C,APPLE INC,2015-01-30,33,,320193.0,352,320193.0,2014-11-01,2015-04-30
DYLLA SCOTT J,STEM CENTRX INC,2013-02-22,32,,1758766.0,353,1758766.0,2012-11-24,2013-05-23
EBAY INC,PAYPAL INC,2015-07-17,637,1065088.0,1633917.0,354,1065088.0,2015-04-18,2015-10-15
ECASH TECHNOLOGIES INC,INFOSPACE INC,2002-02-07,22,1321834.0,,355,1321834.0,2001-11-09,2002-05-08
ECOLAB INC,ECOLAB USA INC,2009-01-01,349,31462.0,31462.0,356,31462.0,2008-10-03,2009-04-01
ECOLAB USA INC,CHAMPIONX USA INC,2020-08-25,63,31462.0,,357,31462.0,2020-05-27,2020-11-23
EDWARDS JAMES P,LIGAND PHARMACEUTICALS INC,2000-09-22,36,,886163.0,358,886163.0,2000-06-24,2000-12-21
EDWARDS WEBB,GANART TECHNOLOGIES INC,2010-01-13,21,,1321834.0,359,1321834.0,2009-10-15,2010-04-13
EL SAYYID WALEED MUTASEM,BAXTER INTERNATIONAL INC,2005-02-04,26,,10456.0,360,10456.0,2004-11-06,2005-05-05
ELAN PHARMACEUTICALS INC,NEURALAB LIMITED,2000-04-20,33,1023024.0,,361,1023024.0,2000-01-21,2000-07-19
ELAN PHARMACEUTICALS INC,NEURALAB LIMITED,2000-10-02,21,1023024.0,,362,1023024.0,2000-07-04,2000-12-31
ELDEM CAN,NIKE INC,2019-06-27,20,,320187.0,363,320187.0,2019-03-29,2019-09-25
ELKHATIB FIRAS H,BETA BIONICS INC,2020-09-27,25,,1674632.0,364,1674632.0,2020-06-29,2020-12-26
ELLIPSE TECHNOLOGIES INC,NUVASIVE INC,2016-01-04,66,1321834.0,,365,1321834.0,2015-10-06,2016-04-03
EMERSON ELECTRIC CO,NIDEC MOTOR CORPORATION,2010-09-24,34,32604.0,,366,32604.0,2010-06-26,2010-12-23
EMMANUEL JOSEPH AMALAN ARUL,NETGEAR INC,2018-12-18,24,,1122904.0,367,1122904.0,2018-09-19,2019-03-18
EMPHASYS MEDICAL INC,PULMONX,2009-03-31,44,,1127537.0,368,1127537.0,2008-12-31,2009-06-29
ENDEAVORS TECHNOLOGIES INC,NUMECENT HOLDINGS INC,2012-10-22,22,1321834.0,,369,1321834.0,2012-07-24,2013-01-20
ENTEGRIS CAYMEN LTD,ENTEGRIS INC,2004-02-18,25,,1101302.0,370,1101302.0,2003-11-20,2004-05-18
ERICSSON ANNA,FORMA THERAPEUTICS INC,2016-06-17,20,,1001316.0,371,1001316.0,2016-03-19,2016-09-15
ERNESAKS ANITA,CANADIAN NATIONAL RAILWAY COMPANY,2002-07-17,21,,16868.0,372,16868.0,2002-04-18,2002-10-15
ERWIN RONALD D,ERWIN INDUSTRIES INC,2001-09-17,21,,72162.0,373,72162.0,2001-06-19,2001-12-16
ESSENTIAL INC,SIEMENS HEALTHCARE DIAGNOSTICS INC,2016-09-27,20,78128.0,,374,78128.0,2016-06-29,2016-12-26
ETEC SYSTEMS INC,APPLIED MATERIALS INC,2001-06-15,30,,6951.0,375,6951.0,2001-03-17,2001-09-13
EUBANK LANE A,NATERA INC,2015-04-20,32,,1604821.0,376,1604821.0,2015-01-20,2015-07-19
EVERETT CHARLES STUART,EASTMAN CHEMICAL COMPANY,2019-09-19,33,,915389.0,377,915389.0,2019-06-21,2019-12-18
EVERSON TERRY A,ASHLEY FURNITURE INDUSTRIES INC,2006-03-10,31,,72162.0,378,72162.0,2005-12-10,2006-06-08
EVRYX TECHNOLOGIES INC,EVRYX ACQUISITION LLC,2011-02-23,117,1321834.0,,379,1321834.0,2010-11-25,2011-05-24
EXCELSIUS SURGICAL LLC,GLOBUS MEDICAL INC,2013-12-23,30,,1237831.0,380,1237831.0,2013-09-24,2014-03-23
EYEVERIFY INC,ALIBABA GROUP HOLDING LIMITED,2020-01-09,42,,1577552.0,381,1577552.0,2019-10-11,2020-04-08
FABRIZIUS MARTIN A,PIONEER HIBRED INTERNATIONAL INC,2010-04-20,23,,105319.0,382,105319.0,2010-01-20,2010-07-19
FABRIZIUS MARTIN A,PIONEER HIBRED INTERNATIONAL INC,2011-02-25,21,,105319.0,383,105319.0,2010-11-27,2011-05-26
FABRIZIUS MARTIN A,PIONEER HIBRED INTERNATIONAL INC,2012-02-08,26,,105319.0,384,105319.0,2011-11-10,2012-05-08
FARIS MARY,AGENSYS INC,2002-05-06,50,,924383.0,385,924383.0,2002-02-05,2002-08-04
FEES HEINER,SEURAT TECHNOLOGIES INC,2016-10-26,22,,1321834.0,386,1321834.0,2016-07-28,2017-01-24
FELDMANN KENNETH,CERES INC,2006-05-03,23,,14707.0,387,14707.0,2006-02-02,2006-08-01
FIELDS SETH W,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-07,20,,4962.0,388,4962.0,2004-04-08,2004-10-05
FIFE KEITH G,BUTTERFLY NETWORK INC,2014-03-25,24,,1804176.0,389,1804176.0,2013-12-25,2014-06-23
FINGERWORKS INC,APPLE INC,2007-08-31,32,,320193.0,390,320193.0,2007-06-02,2007-11-29
FISHER CHRISTOPHER EUGENE,AEROVIRONMENT INC,2016-03-31,24,,1368622.0,391,1368622.0,2016-01-01,2016-06-29
FLEX LTD,THE SOLARIA CORPORATION,2019-09-18,48,866374.0,,392,866374.0,2019-06-20,2019-12-17
FLITSCH FREDERICK A,JOHNSON JOHNSON VISION CARE INC,2013-04-18,24,,200406.0,393,200406.0,2013-01-18,2013-07-17
FMC CORPORATION,FMC TECHNOLOGIES INC,2001-11-26,20,,1321834.0,394,1321834.0,2001-08-28,2002-02-24
FOGEL KEITH E,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,38,,51143.0,395,51143.0,1993-02-02,1993-08-01
FOORD ORIT,STEM CENTRX INC,2013-02-22,32,,1758766.0,396,1758766.0,2012-11-24,2013-05-23
FORD MOTOR COMPANY,FORD GLOBAL TECHNOLOGIES LLC,2004-08-11,22,,932021.0,397,932021.0,2004-05-13,2004-11-09
FORD MOTOR COMPANY,FORD GLOBAL TECHNOLOGIES LLC,2006-02-08,20,,932021.0,398,932021.0,2005-11-10,2006-05-09
FORD MOTOR COMPANY,FORD GLOBAL TECHNOLOGIES LLC,2006-04-03,20,,932021.0,399,932021.0,2006-01-03,2006-07-02
FOSTER MICHAEL,ALLISON TRANSMISSION INC,2015-04-17,23,,1411207.0,400,1411207.0,2015-01-17,2015-07-16
FOXCONN INTERNATIONAL INC,HON HAI PRECISION INDUSTRY CO LTD,1995-10-12,35,105319.0,,401,105319.0,1995-07-14,1996-01-10
FREELINC TECHNOLOGIES INC,FREELINC HOLDINGS LLC,2019-07-31,23,1321834.0,,402,1321834.0,2019-05-02,2019-10-29
