cik,accession,document,description,type,doc_class
1093557,000110465906035015,a06-11949_18k.htm,CURRENT REPORT OF MATERIAL EVENTS OR CORPORATE CHANGES,8-K,other
1093557,000110465906035015,a06-11949_1ex99d01.htm,EX-99,EX-99.01,other
1093557,000110465906035015,0001104659-06-035015.txt,Complete submission text file,,other
1093557,000119312509004168,d8k.htm,FORM 8-K,8-K,other
1093557,000119312509004168,0001193125-09-004168.txt,Complete submission text file,,other
1093557,000119312509046182,d10k.htm,FORM 10-K,10-K,other
1093557,000119312509046182,dex1020.htm,FORM OF AMENDED & RESTATED EXECUTIVE CHANGE OF CONTROL & SEVERANCE AGREEMENT,EX-10.20,employment_comp
1093557,000119312509046182,dex1021.htm,AMENDED & RESTATED OFFER LETTER AGREEMENT,EX-10.21,employment_comp
1093557,000119312509046182,dex2101.htm,LIST OF SUBSIDIARIES,EX-21.01,other
1093557,000119312509046182,dex2301.htm,CONSENT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM,EX-23.01,other
1093557,000119312509046182,dex3101.htm,SECTION 302 CERTIFICATION OF CEO,EX-31.01,certification
1093557,000119312509046182,dex3102.htm,SECTION 302 CERTIFICATION OF CFO,EX-31.02,certification
1093557,000119312509046182,dex3201.htm,SECTION 906 CERTIFICATION OF CEO,EX-32.01,certification
1093557,000119312509046182,dex3202.htm,SECTION 906 CERTIFICATION OF CFO,EX-32.02,certification
1093557,000119312509046182,g70476g17k12.jpg,GRAPHIC,GRAPHIC,other
1093557,000119312509046182,g70476g44p37.jpg,GRAPHIC,GRAPHIC,other
1093557,000119312509046182,g70476g74e70.jpg,GRAPHIC,GRAPHIC,other
1093557,000119312509046182,0001193125-09-046182.txt,Complete submission text file,,other
1551152,000110465914048179,a14-15821_28k.htm,8-K,8-K,other
1551152,000110465914048179,a14-15821_2ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914048179,a14-15821_2ex99d2.htm,EX-99.2,EX-99.2,other
1551152,000110465914048179,a14-15821_2ex99d3.htm,EX-99.3,EX-99.3,other
1551152,000110465914048179,g158212moi001.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi002.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi003.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi004.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi005.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi006.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi007.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi008.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi009.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi010.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi011.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi012.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi013.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi014.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi015.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi016.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi017.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi018.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi019.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi020.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi021.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi022.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi023.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi024.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi025.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi026.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi027.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi028.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi029.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi030.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi031.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi032.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi033.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi034.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi035.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi036.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi037.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi038.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi039.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212moi040.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,g158212mqi001.gif,GRAPHIC,GRAPHIC,other
1551152,000110465914048179,0001104659-14-048179.txt,Complete submission text file,,other
1551152,000110465914052136,a14-15821_128k.htm,8-K,8-K,other
1551152,000110465914052136,a14-15821_12ex2d1.htm,EX-2.1,EX-2.1,likely_m&a_or_asset
1551152,000110465914052136,a14-15821_12ex2d2.htm,EX-2.2,EX-2.2,likely_m&a_or_asset
1551152,000110465914052136,a14-15821_12ex10d1.htm,EX-10.1,EX-10.1,material_contract_other
1551152,000110465914052136,g1582112kg01i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914052136,0001104659-14-052136.txt,Complete submission text file,,other
1551152,000110465914053429,a14-17722_18k.htm,8-K,8-K,other
1551152,000110465914053429,a14-17722_1ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914053429,g177221mm03i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914053429,g177221mm05i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914053429,g177221mm07i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914053429,g177221mm09i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914053429,g177221mm01i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914053429,0001104659-14-053429.txt,Complete submission text file,,other
1551152,000110465914062500,a14-18836_48k.htm,8-K,8-K,other
1551152,000110465914062500,a14-18836_4ex10d1.htm,EX-10.1,EX-10.1,material_contract_other
1551152,000110465914062500,a14-18836_4ex10d2.htm,EX-10.2,EX-10.2,material_contract_other
1551152,000110465914062500,a14-18836_4ex10d3.htm,EX-10.3,EX-10.3,material_contract_other
1551152,000110465914062500,0001104659-14-062500.txt,Complete submission text file,,other
1551152,000110465914047576,a14-15821_18k.htm,8-K,8-K,other
1551152,000110465914047576,a14-15821_1ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914047576,0001104659-14-047576.txt,Complete submission text file,,other
1551152,000110465914064550,a14-18836_78k.htm,8-K,8-K,other
1551152,000110465914064550,a14-18836_7ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914064550,g188367mmi001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914064550,0001104659-14-064550.txt,Complete submission text file,,other
1551152,000110465914075412,a14-23408_18k.htm,8-K,8-K,other
1551152,000110465914075412,a14-23408_1ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914075412,g234081mm03i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914075412,g234081mm13i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914075412,g234081mm11i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914075412,g234081mm05i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914075412,g234081mm01i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914075412,g234081mm09i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914075412,g234081mm07i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914075412,0001104659-14-075412.txt,Complete submission text file,,other
1551152,000110465914058340,a14-13926_110q.htm,10-Q,10-Q,other
1551152,000110465914058340,a14-13926_1ex31d1.htm,EX-31.1,EX-31.1,other
1551152,000110465914058340,a14-13926_1ex31d2.htm,EX-31.2,EX-31.2,other
1551152,000110465914058340,a14-13926_1ex32d1.htm,EX-32.1,EX-32.1,other
1551152,000110465914058340,a14-13926_1ex32d2.htm,EX-32.2,EX-32.2,other
1551152,000110465914058340,0001104659-14-058340.txt,Complete submission text file,,other
1551152,000110465914058340,abbv-20140630.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
1551152,000110465914058340,abbv-20140630.xsd,XBRL TAXONOMY EXTENSION SCHEMA DOCUMENT,EX-101.SCH,other
1551152,000110465914058340,abbv-20140630_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE DOCUMENT,EX-101.CAL,other
1551152,000110465914058340,abbv-20140630_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE DOCUMENT,EX-101.DEF,other
1551152,000110465914058340,abbv-20140630_lab.xml,XBRL TAXONOMY EXTENSION LABELS LINKBASE DOCUMENT,EX-101.LAB,other
1551152,000110465914058340,abbv-20140630_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,EX-101.PRE,other
1551152,000110465914050457,a14-16750_18k.htm,8-K,8-K,other
1551152,000110465914050457,a14-16750_1ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914050457,0001104659-14-050457.txt,Complete submission text file,,other
1551152,000110465914072560,a14-18836_188k.htm,8-K,8-K,other
1551152,000110465914072560,a14-18836_18ex10d1.htm,EX-10.1,EX-10.1,material_contract_other
1551152,000110465914072560,a14-18836_18ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914072560,g1883618ke01i001.jpg,GRAPHIC,GRAPHIC,other
1551152,000110465914072560,0001104659-14-072560.txt,Complete submission text file,,other
1551152,000110465914047275,a14-15807_18k.htm,8-K,8-K,other
1551152,000110465914047275,a14-15807_1ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914047275,0001104659-14-047275.txt,Complete submission text file,,other
1551152,000110465914071648,a14-18836_158k.htm,8-K,8-K,other
1551152,000110465914071648,a14-18836_15ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914071648,0001104659-14-071648.txt,Complete submission text file,,other
1551152,000110465914071884,a14-18836_178k.htm,8-K,8-K,other
1551152,000110465914071884,a14-18836_17ex99d1.htm,EX-99.1,EX-99.1,other
1551152,000110465914071884,0001104659-14-071884.txt,Complete submission text file,,other
1551152,000110465914078391,a14-19670_110q.htm,10-Q,10-Q,other
1551152,000110465914078391,a14-19670_1ex31d1.htm,EX-31.1,EX-31.1,other
1551152,000110465914078391,a14-19670_1ex31d2.htm,EX-31.2,EX-31.2,other
1551152,000110465914078391,a14-19670_1ex32d1.htm,EX-32.1,EX-32.1,other
1551152,000110465914078391,a14-19670_1ex32d2.htm,EX-32.2,EX-32.2,other
1551152,000110465914078391,0001104659-14-078391.txt,Complete submission text file,,other
1551152,000110465914078391,abbv-20140930.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
1551152,000110465914078391,abbv-20140930.xsd,XBRL TAXONOMY EXTENSION SCHEMA DOCUMENT,EX-101.SCH,other
1551152,000110465914078391,abbv-20140930_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE DOCUMENT,EX-101.CAL,other
1551152,000110465914078391,abbv-20140930_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE DOCUMENT,EX-101.DEF,other
1551152,000110465914078391,abbv-20140930_lab.xml,XBRL TAXONOMY EXTENSION LABELS LINKBASE DOCUMENT,EX-101.LAB,other
1551152,000110465914078391,abbv-20140930_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,EX-101.PRE,other
110471,000090572905000144,www8k_040605.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 04-06-05",8-K,other
110471,000090572905000144,wwwex991_040605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 99.1 TO FORM 8-K",EX-99.1,other
110471,000090572905000144,image25.gif,"WOLVERINE WORLD WIDE, INC. GRAPHIC",GRAPHIC,other
110471,000090572905000144,0000905729-05-000144.txt,Complete submission text file,,other
110471,000090572906000415,www10q_101906.htm,WOLVERINE FORM 10-Q - 10-19-06,10-Q,other
110471,000090572906000415,wwwex311_101906.htm,WOLVERINE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572906000415,wwwex312_101906.htm,WOLVERINE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572906000415,wwwex32_101906.htm,WOLVERINE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572906000415,0000905729-06-000415.txt,Complete submission text file,,other
110471,000090572907000384,www8k_092707.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 09-27-07",8-K,other
110471,000090572907000384,0000905729-07-000384.txt,Complete submission text file,,other
110471,000090572907000180,www10q_050307.htm,"WOLVERINE WORLD WIDE, INC. FORM 10-Q - 05-03-07",10-Q,other
110471,000090572907000180,wwwex311_050307.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 31.1 TO FORM 10-Q",EX-31.1,other
110471,000090572907000180,wwwex312_050307.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 31.2 TO FORM 10-Q",EX-31.2,other
110471,000090572907000180,wwwex32_050307.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 32 TO FORM 10-Q",EX-32,other
110471,000090572907000180,0000905729-07-000180.txt,Complete submission text file,,other
110471,000090572908000402,www8k_100108.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572908000402,wwwex991_100108.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572908000402,image25.gif,WOLVERINE LOGO,GRAPHIC,other
110471,000090572908000402,0000905729-08-000402.txt,Complete submission text file,,other
110471,000090572905000189,www10q_050505.htm,WOLVERINE WORLD WIDE FORM 10-Q - PERIOD ENDED 03/26/05,10-Q,other
110471,000090572905000189,wwwex31_050505.htm,WOLVERINE WORLD WIDE EXHIBIT 3.1 TO FORM 10-Q,EX-3.1,other
110471,000090572905000189,wwwex311_050505.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572905000189,wwwex312_050505.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572905000189,wwwex32_050505.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572905000189,0000905729-05-000189.txt,Complete submission text file,,other
110471,000090572908000068,www8k_021308.htm,WOVLERINE FORM 8-K - 02-13-08,8-K,other
110471,000090572908000068,0000905729-08-000068.txt,Complete submission text file,,other
110471,000090572908000057,www8k_021108.htm,WWW FORM 8-K - 02-11-08,8-K,other
110471,000090572908000057,0000905729-08-000057.txt,Complete submission text file,,other
110471,000090572908000032,www8k_013008.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572908000032,wwwex991_013008.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572908000032,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572908000032,0000905729-08-000032.txt,Complete submission text file,,other
110471,000090572905000267,www10q_072805.htm,WOLVERINE WORLD WIDE FORM 10-Q - PERIOD ENDED 06/18/05,10-Q,other
110471,000090572905000267,wwwex311_072805.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572905000267,wwwex312_072805.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572905000267,wwwex32_072805.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572905000267,0000905729-05-000267.txt,Complete submission text file,,other
110471,000090572908000182,www8k_041708.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572908000182,wwwex991_041708.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572908000182,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572908000182,0000905729-08-000182.txt,Complete submission text file,,other
110471,000090572906000390,www8k_100406.htm,WOLVERINE FORM 8-K - 10-04-06,8-K,other
110471,000090572906000390,wwwex991_100406.htm,WOLVERINE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572906000390,image25.gif,WOLVERINE GRAPHIC,GRAPHIC,other
110471,000090572906000390,0000905729-06-000390.txt,Complete submission text file,,other
110471,000090572905000251,www8k1_071305.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 07-13-05",8-K,other
110471,000090572905000251,wwwex991_071305.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99,other
110471,000090572905000251,image26.gif,WOLVERINE WORLD WIDE GRAPHIC,GRAPHIC,other
110471,000090572905000251,0000905729-05-000251.txt,Complete submission text file,,other
110471,000090572906000156,www10k_031506.htm,WOLVERINE WORLD WIDE FORM 10-K (YE 12/31/05),10-K,other
110471,000090572906000156,wwwex1013_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 10.13 TO FORM 10-K,EX-10.13,material_contract_other
110471,000090572906000156,wwwex1015_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 10.15 TO FORM 10-K,EX-10.15,material_contract_other
110471,000090572906000156,wwwex1018_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 10.18 TO FORM 10-K,EX-10.18,material_contract_other
110471,000090572906000156,wwwex1019_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 10.19 TO FORM 10-K,EX-10.19,material_contract_other
110471,000090572906000156,wwwex21_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 21 TO FORM 10-K,EX-21,other
110471,000090572906000156,wwwex23_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 23 TO FORM 10-K,EX-23,other
110471,000090572906000156,wwwex24_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 24 TO FORM 10-K,EX-24,other
110471,000090572906000156,wwwex311_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-K,EX-31.1,other
110471,000090572906000156,wwwex312_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-K,EX-31.2,other
110471,000090572906000156,wwwex32_031506.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-K,EX-32,other
110471,000090572906000156,0000905729-06-000156.txt,Complete submission text file,,other
110471,000090572903000384,www8k110403.htm,,8-K,other
110471,000090572903000384,www8kex991110403.htm,,EX-99.1,other
110471,000090572903000384,image26.gif,,GRAPHIC,other
110471,000090572903000384,0000905729-03-000384.txt,Complete submission text file,,other
110471,000090572905000266,www8k_072805.htm,WOLVERINE FORM 8-K - 07-28-05,8-K,other
110471,000090572905000266,wwwex101_072805.htm,WOLVERINE EXHIBIT 10.1 TO FORM 8-K - 07-28-05,EX-10.1,material_contract_other
110471,000090572905000266,0000905729-05-000266.txt,Complete submission text file,,other
110471,000090572908000112,www8k_031308.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 03-13-08",8-K,other
110471,000090572908000112,0000905729-08-000112.txt,Complete submission text file,,other
110471,000090572908000329,www10q_072408.htm,"WOLVERINE WORLD WIDE, INC. FORM 10-Q - 07-24-08",10-Q,other
110471,000090572908000329,wwwex311_072408.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 31.1 TO FORM 10-Q",EX-31.1,other
110471,000090572908000329,wwwex312_072408.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 31.2 TO FORM 10-Q",EX-31.2,other
110471,000090572908000329,wwwex32_072408.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 32 TO FORM 10-Q",EX-32,other
110471,000090572908000329,0000905729-08-000329.txt,Complete submission text file,,other
110471,000090572906000121,www8k_021706.htm,WWW FORM 8-K - 02-17-06,8-K,other
110471,000090572906000121,wwwex101_021706.htm,WWW EXHIBIT 10.1 TO FORM 8-K,EX-10.1,material_contract_other
110471,000090572906000121,wwwex102_021706.htm,WWW EXHIBIT 10.2 TO FORM 8-K,EX-10.2,material_contract_other
110471,000090572906000121,wwwex103_021706.htm,WWW EXHIBIT 10.3 TO FORM 8-K,EX-10.3,material_contract_other
110471,000090572906000121,wwwex104_021706.htm,WWW EXHIBIT 10.4 TO FORM 8-K,EX-10.4,material_contract_other
110471,000090572906000121,0000905729-06-000121.txt,Complete submission text file,,other
110471,000136231009003153,c81880e10vk.htm,FORM 10-K,10-K,other
110471,000136231009003153,c81880exv10w1.htm,EXHIBIT 10.1,EX-10.1,material_contract_other
110471,000136231009003153,c81880exv10w2.htm,EXHIBIT 10.2,EX-10.2,material_contract_other
110471,000136231009003153,c81880exv10w3.htm,EXHIBIT 10.3,EX-10.3,material_contract_other
110471,000136231009003153,c81880exv10w4.htm,EXHIBIT 10.4,EX-10.4,material_contract_other
110471,000136231009003153,c81880exv10w5.htm,EXHIBIT 10.5,EX-10.5,material_contract_other
110471,000136231009003153,c81880exv10w6.htm,EXHIBIT 10.6,EX-10.6,material_contract_other
110471,000136231009003153,c81880exv10w7.htm,EXHIBIT 10.7,EX-10.7,material_contract_other
110471,000136231009003153,c81880exv10w8.htm,EXHIBIT 10.8,EX-10.8,material_contract_other
110471,000136231009003153,c81880exv10w10.htm,EXHIBIT 10.10,EX-10.10,material_contract_other
110471,000136231009003153,c81880exv10w11.htm,EXHIBIT 10.11,EX-10.11,material_contract_other
110471,000136231009003153,c81880exv10w13.htm,EXHIBIT 10.13,EX-10.13,material_contract_other
110471,000136231009003153,c81880exv10w26.htm,EXHIBIT 10.26,EX-10.26,material_contract_other
110471,000136231009003153,c81880exv10w27.htm,EXHIBIT 10.27,EX-10.27,material_contract_other
110471,000136231009003153,c81880exv10w28.htm,EXHIBIT 10.28,EX-10.28,material_contract_other
110471,000136231009003153,c81880exv10w30.htm,EXHIBIT 10.30,EX-10.30,material_contract_other
110471,000136231009003153,c81880exv10w31.htm,EXHIBIT 10.31,EX-10.31,material_contract_other
110471,000136231009003153,c81880exv10w32.htm,EXHIBIT 10.32,EX-10.32,material_contract_other
110471,000136231009003153,c81880exv21.htm,EXHIBIT 21,EX-21,other
110471,000136231009003153,c81880exv23.htm,EXHIBIT 23,EX-23,other
110471,000136231009003153,c81880exv24.htm,EXHIBIT 24,EX-24,other
110471,000136231009003153,c81880exv31w1.htm,EXHIBIT 31.1,EX-31.1,other
110471,000136231009003153,c81880exv31w2.htm,EXHIBIT 31.2,EX-31.2,other
110471,000136231009003153,c81880exv32.htm,EXHIBIT 32,EX-32,other
110471,000136231009003153,c81880c8188001.gif,GRAPHIC,GRAPHIC,other
110471,000136231009003153,c81880p8188001.gif,GRAPHIC,GRAPHIC,other
110471,000136231009003153,c81880p8188002.gif,GRAPHIC,GRAPHIC,other
110471,000136231009003153,c81880p8188003.gif,GRAPHIC,GRAPHIC,other
110471,000136231009003153,c81880p8188004.gif,GRAPHIC,GRAPHIC,other
110471,000136231009003153,c81880p8188005.gif,GRAPHIC,GRAPHIC,other
110471,000136231009003153,c81880p8188006.gif,GRAPHIC,GRAPHIC,other
110471,000136231009003153,0001362310-09-003153.txt,Complete submission text file,,other
110471,000090572907000423,www8k_102507.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 10-25-07",8-K,other
110471,000090572907000423,0000905729-07-000423.txt,Complete submission text file,,other
110471,000136231009002224,c81255e8vk.htm,FORM 8-K,8-K,other
110471,000136231009002224,0001362310-09-002224.txt,Complete submission text file,,other
110471,000090572908000198,www8k_042208.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572908000198,wwwex991_042208.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572908000198,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572908000198,0000905729-08-000198.txt,Complete submission text file,,other
110471,000090572906000491,www8k_121506.htm,WWW FORM 8-K - 12-15-06,8-K,other
110471,000090572906000491,wwwex991_121506.htm,WWW EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572906000491,image26.gif,WWW GRAPHIC,GRAPHIC,other
110471,000090572906000491,0000905729-06-000491.txt,Complete submission text file,,other
110471,000090572908000214,www10q_050108.htm,WOLVERINE WORLD WIDE FORM 10-Q - 05-01-08,10-Q,other
110471,000090572908000214,wwwex101_050108.htm,WOLVERINE WORLD WIDE EXHIBIT 10.1 TO FORM 10-Q,EX-10.1,material_contract_other
110471,000090572908000214,wwwex102_050108.htm,WOLVERINE WORLD WIDE EXHIBIT 10.2 TO FORM 10-Q,EX-10.2,material_contract_other
110471,000090572908000214,wwwex311_050108.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572908000214,wwwex312_050108.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572908000214,wwwex32_050108.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572908000214,0000905729-08-000214.txt,Complete submission text file,,other
110471,000090572907000168,www8k_042507.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 04-25-07",8-K,other
110471,000090572907000168,wwwex101_042507.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.1 TO FORM 8-K",EX-10.1,material_contract_other
110471,000090572907000168,wwwex102_042507.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.2 TO FORM 8-K",EX-10.2,material_contract_other
110471,000090572907000168,wwwex103_042507.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.3 TO FORM 8-K",EX-10.3,material_contract_other
110471,000090572907000168,wwwex104_042507.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.4 TO FORM 8-K",EX-10.4,material_contract_other
110471,000090572907000168,wwwex105_042507.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.5 TO FORM 8-K",EX-10.5,material_contract_other
110471,000090572907000168,0000905729-07-000168.txt,Complete submission text file,,other
110471,000090572907000103,www10k_022807.htm,WOLVERINE WORLD WIDE FORM 10-K,10-K,other
110471,000090572907000103,wwwex31_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 3.1 TO FORM 10-K,EX-3.1,other
110471,000090572907000103,wwwex44_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 4.4 TO FORM 10-K,EX-4.4,other
110471,000090572907000103,wwwex101_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.1 TO FORM 10-K,EX-10.1,material_contract_other
110471,000090572907000103,wwwex102_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.2 TO FORM 10-K,EX-10.2,material_contract_other
110471,000090572907000103,wwwex103_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.3 TO FORM 10-K,EX-10.3,material_contract_other
110471,000090572907000103,wwwex104_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.4 TO FORM 10-K,EX-10.4,material_contract_other
110471,000090572907000103,wwwex105_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.5 TO FORM 10-K,EX-10.5,material_contract_other
